var_id;fam_id;typenq_id;vartype_id;var_nom;var_lib;var_label;var_ancienid;var_obs;var_datedebut;var_datefin;var_typeinit;var_valeurinit;var_unite;var_calcule
5798;11;1;14;PTU_Population_Calculee;PTU : Population totale (INSEE);;;Variable calculée à partir de la liste des communes rattachées à la personne morale.Travail de reconstitution effectué une première fois en fonction de l'état de la base le 26/11/2012;34700;;V;;habitants;
5956;11;1;10;DESS_Nb_Communes_calcule;;;;Valeur créée en 2013 et saisie par requête sur la base de la composition communale du périmètre desservi. La date de la donnée est la date de mise à jour;34700;;V;;;
5957;11;1;14;DESS_population_calcule;;;;Valeur créée en 2013 et saisie par requête sur la base de la composition communale du périmètre desservi. La date de la donnée est la date de mise à jour;34700;;V;;;
5958;11;1;41;DESS_Superficie_calcule;;;;Valeur créée en 2013 et saisie par requête sur la base de la composition communale du périmètre desservi. La date de la donnée est la date de mise à jour;34700;;V;;;
17;16;1;13;KM_hors_Exploitant_Principal;Kilomètres : Nombre de kms parcourus hors exploitant principal;KM_hors_Exploitant_Principal;17;;34700;37986;V;;milliers de kilomètres;
204;16;1;15;KM_Autobus_Std;Kilomètres : autobus standards;Autobus standards;204;"avant 1998, les autocars faisaient partie de la catégorie globale 'autobus standards et autocars'
A partir de 2012 : agrégée dans KM BUS (variable n°5847)";34700;40908;V;;km;
206;16;1;15;KM_Autobus_Articules;Kilomètres : autobus articulés;Autobus articulés;206;A partir de 2012 : agrégée dans KM BUS (variable n°5847);34700;40908;V;;km;
208;16;1;15;KM_Autobus_Gabarit_Reduit;Kilomètres : autobus à gabarit réduit;Autobus à gabarit réduit (autobus de 30 à 80 places);208;A partir de 2012 : agrégée dans KM BUS (variable n°5847);34700;40908;V;;km;
210;16;1;15;KM_Minibus;Kilomètres : minibus;Minibus (véhicule de moins de 30 places - hors véhicules TAD et TPMR);210;A partie de 2012 : agrégée dans l'offre BUS (variable n°5847);34700;40908;V;;km;
212;16;1;15;KM_Trolleybus;Kilomètres : trolleybus;Trolleybus;212;;34700;;V;;km;
214;16;1;15;KM_Tramways;Kilomètres : tramways;Tramways (en kilomètres-rames);214;Jusqu'en 1999 : km x voitures, depuis 2000 : km x rames;34700;;V;;km;
216;16;1;15;KM_Metros;Kilomètres : métro;Métro/VAL (en kilomètres-rames);216;"Jusqu'en 1999 : km x voitures, depuis 2000 : km x rames
Label avant 2012 : Métros";34700;;V;;km;
218;16;1;15;KM_Autres_1;Kilomètres : Véhicules Autres 1;KM_Autres;218;voir type de véhicule dans variable PARC_Autres_1_Type (4836);34700;38717;V;;km;
220;16;1;15;KM_SS_SO;Kilomètres : Services Spéciaux et Services Occasionnels;Services spéciaux et occasionnels;220;;34700;;V;;km;
500;16;1;16;KM_SRO_TAD_TPMR;Kilomètres : Total SRO (Service Réguliers Ordinaires);"<span style=""color:#696969"">SOUS-TOTAL SRO + TAD + TPMR (calcul automatique)</span>";500;Label modifié pour enquête 2010 : ajout mention TAD et TPMR.;34700;;V;;km;
2040;16;1;15;KM_Autocars;Kilomètres : autocars;Autocars;2040;"avant 1998, les autocars faisaient partie de la catégorie globale 'autobus standards et autocars'
A partir de 2012 : agrégée dans KM BUS (variable n°5847)";35796;40908;V;;km;
2201;16;1;16;KM_SRO_SS_SO_ST;Kilomètres : Total km SRO + SS+ SO (y compris sous-traitance);"<strong><span style=""color:#696969"">TOTAL OFFRE (calcul automatique)</span></strong>";2201;;34700;;V;;km;1
4931;16;1;15;KM_Autres_2;Kilomètres : Véhicules Autres 2;KM_Autres_2;;voir type de véhicule dans variable PARC_Autres_2_Type (4839);37987;38717;V;;km;
4933;16;1;15;KM_Autres_3;Autre mode : km offerts (type mode voir variable 4842);;;voir type de véhicule dans variable PARC_Autres_3_Type (4842);37987;;V;;km;
5160;16;1;16;KM_SRO_Calcule;SRO, km offerts, total calculé;"<span style=""color:#696969""><strong>Sous-total Lignes régulières </strong>(calcul automatique)</span>";;"avant 2011 : formule d'initialisation=[5158]+[5159]
label avant 2012 : TOTAL SRO";37987;;V;;km;1
5860;16;1;15;KM_Autopartage;KM réalisés par véhicules d'autopartage;Nombre de kilomètres réalisés;;;40909;42369;V;;km;
5872;16;1;16;KM_Trolleybus_total;KM réalisés trolleybus (y compris sous-traitance);;;;40909;;V;;km;1
5873;16;1;16;KM_BHNS_total;KM réalisés BHNS (y compris sous-traitance);;;;40909;;V;;km;1
5874;16;1;16;KM_Funiculaire_total;KM réalisés funiculaire (y compris sous-traitance);;;;40909;;V;;km;1
5875;16;1;17;KM_BUS_total;KM réalisés BUS (y compris sous-traitance);;;Aggrégation à partir de 2012 de tous les types de transports Bus en propre et sous-traité ([2040]+[204]+[206]+[208]+[210]);40909;;V;;km;1
5876;16;1;16;KM_Navettes_mf_total;KM réalisés navettes maritimes ou fluviales (y compris sous-traitance);;;;40909;;V;;km;1
5877;16;1;16;KM_Autres_total;KM réalisés pas Autre système (y compris sous-traitance);;;;40909;;V;;km;1
5878;16;1;17;KM_SRO_Calcule_total;KM réalisés lignes régulières (y compris sous-traitance);;;;40909;;V;;km;1
5879;16;1;16;KM_Scolaires_total;KM réalisés pour les services scolairesnnels (y compris sous-traitance);;;;40909;;V;;km;1
5880;16;1;16;KM_Service_occasionnel_total;KM réalisés pour Services occasionnels (y compris sous-traitance);;;;40909;;V;;km;1
5881;16;1;16;KM_TAD_total;KM réalisés TAD (y compris sous-traitance);;;;40909;;V;;km;1
5882;16;1;16;KM_PMR_total;KM réalisés TPMR (y compris sous-traitance);;;;40909;;V;;km;1
5910;16;1;15;KM_Autres;;;;KM autres – HORS SOUS-TRAITANCE;34700;;V;;km;
5911;16;1;16;KM_BUS_Autocars;;;;KM bus et autocars, y compris le transport scolaire identifié à partir de 2012 – HORS SOUS-TRAITANCE;34700;;V;;km;
6019;16;1;13;COURSES_TAD;Nombre de courses réalisées par véhicules TAD;Nombre de courses réalisées;;;40909;;V;;courses;
6105;16;1;16;KM_Telepherique_total;KM réalisés téléphérique (y compris sous-traitance);;;;42370;;V;;km;1
6137;16;1;16;KM_Tramtrain_total;KM réalisés Tram-train (y compris sous-traitance);;;;42370;;V;;km;1
481;17;1;18;Obs_1;Observations  exploitant (1);Obs_1;481;;32874;;V;;;
482;17;1;18;Obs_2;Observations  exploitant (2);Obs_2;482;;32874;;V;;;
483;17;1;18;Obs_3;Observations  exploitant (3);Obs_3;483;;32874;;V;;;
484;17;1;18;Obs_4;Observations  exploitant (4);Obs_4;484;;32874;;V;;;
485;17;1;18;Commentaires_A5;Commentaire bas de formulaire (Contrat);Inscrivez ici vos commentaires;485;;32874;;V;;;
602;17;1;4;ANN_Obs_Editee_Annuaire;Annuaire : Observations à éditer dans l'annuaire;Observation éditée dans la cadre PTU de l'annuaire;602;;37257;;V;;;
603;17;1;11;ANN_Trait_de_Rupture;Annuaire : Année suivant un changement (position des traits verticaux);Position trait de rupture;603;;37257;;P;;;
3918;17;1;18;Obs_Diff_E13_E19_1;Observation exploitant en cas de différences recette ou voyage (1);Obs_Diff_E13_E19_1;3918;;35431;;V;;;
3919;17;1;18;Obs_Diff_E13_E19_2;Observation exploitant en cas de différences recette ou voyage (2);Obs_Diff_E13_E19_2;3919;;35431;;V;;;
5066;17;1;18;Faits_Marquants1_Obs_Exp;Observation sur les faits marquants de l'année (1);Faits marquants exploitant (1);;;37987;;V;;;
5093;17;1;18;Faits_Marquants2_Obs_Exp;Observation sur les faits marquants de l'année (2);Faits marquants exploitant (2);;;37987;;V;;;
5152;17;1;18;Faits_Marquants1_Obs_AO;Observation sur les faits marquants de l'année (1a);Faits marquants AO (1a);;;37987;;V;;;
5153;17;1;18;Faits_Marquants2_Obs_AO;Observation sur les faits marquants de l'année (2a);Faits marquants AO (2a);;;37987;;V;;;
5170;17;1;18;RX_Retour_CV_AO_Obs;Observations sur le retour du cahier vert AO;Observation;;;37987;39813;V;;;
5231;17;1;18;Obs_Retour_CV_Expl;Observations sur le retour du cahier vert Exploitant;Observation;;;37987;39813;V;;;
5249;17;1;18;Faits_Marquants3_Obs_AO;Observation sur les faits marquants de l'année (1b);Faits marquants AO (1b);;;37987;;V;;;
5250;17;1;18;Faits_Marquants4_Obs_AO;Observation sur les faits marquants de l'année (2b);Faits marquants AO (2b);;;37987;;V;;;
5257;17;1;4;services_annuaire;Annuaire : liste des services;Quels sont les différents services proposés sur le réseau ?;;;37987;;V;;;
5259;17;1;18;ANN_Commentaire_General;Annuaire : commentaire général;Annuaire - commentaire général;;destiné à être publié sur annuaire;37987;;V;;;
5310;17;1;4;ancien_ao;Commentaire annuaire, ancien nom AO;Ancien nom de l'AO;;;38353;;P;;;
5321;17;1;38;signature_charte;signature_charte;Avez vous signé la charte ?;;;38718;39082;V;;;
5322;17;1;38;avenant_charte;avenant_charte;Si oui, avez vous passé un avenant avec  votre exploitant pour mettre en place les principes de la charte;;;38718;39082;V;;;
5323;17;1;38;questionnaire_web;questionnaire_web;Seriez-vous intéressés de renseigner ce questionnaire par Internet ?;;;38718;39082;V;;;
5324;17;1;18;questionnaire_pourquoi;questionnaire_web_pourquoi;Si non, pourquoi ?;;;38718;39082;V;;;
5444;17;1;18;Greve_Obs1_AO;Observations sur grèves AO (1);;;;39448;;V;;;
5445;17;1;18;Greve_Obs2_AO;Observations sur grèves AO (2);;;;39448;;V;;;
5446;17;1;18;Greve_Obs1_Expl;Observations sur grèves exploitant (1);;;;39448;;V;;;
5447;17;1;18;Greve_Obs2_Expl;Observations sur grèves exploitant (2);;;;39448;;V;;;
5449;17;1;18;ExplicationParcExploitant;ExplicationParcExploitant;Pour remplir le tableau ci-dessous : Prendre en compte la totalité du parc utilisé pour l’activité urbaine, y compris le parc pris en location, à l’exclusion du parc en sous-traitance et des véhicules affectés occasionnellement au réseau urbain.;;;39814;;V;;;1
5691;17;1;18;Commentaire_A2_A3_A4;Commentaire bas de formulaire (RT-AOM, forme juridique AO);inscrivez ici vos commentaires;;;40179;;V;;;
5692;17;1;18;Commentaire_A5;Commentaire_A5;inscrivez ici vos commentaires;;;40179;;V;;;
5693;17;1;18;Commentaire_A9_1;Commentaire bas de formulaire (Charges AO);inscrivez ici vos commentaires;;;40179;;V;;;
5694;17;1;18;Commentaire_A9_2;Commentaire bas de formulaire (Produits AO);inscrivez ici vos commentaires;;;40179;;V;;;
5695;17;1;18;Commentaire_A10_1;Commentaire bas de formulaire (Dépenses transports AO);inscrivez ici vos commentaires;;;40179;;V;;;
5696;17;1;18;Commentaire_A10_2;Commentaire bas de formulaire (ressources transports AO);inscrivez ici vos commentaires;;;40179;;V;;;
5697;17;1;18;Commentaire_A11;Commentaire bas de formulaire (Parc AO);inscrivez ici vos commentaires;;;40179;;V;;;
5698;17;1;18;Commentaire_A12;Commentaire bas de formulaire (Équipements AO);inscrivez ici vos commentaires;;;40179;;V;;;
5699;17;1;18;Commentaire_A6_A7_A8;Commentaire bas de formulaire (Contrat par exploitant);inscrivez ici vos commentaires;;;40179;;V;;;
5700;17;1;18;Commentaire_E0;Commentaire_E0;inscrivez ici vos commentaires;;;40179;;V;;;
5701;17;1;18;Commentaire_E2_E3_E4_E5;Commentaire bas de formulaire (Caractéristiques exploitant);inscrivez ici vos commentaires;;;40179;;V;;;
5702;17;1;18;Commentaire_E6;Commentaire bas de formulaire (Caractéristiques princiaples du réseau);inscrivez ici vos commentaires;;;40179;;V;;;
5703;17;1;18;Commentaire_E7;Commentaire bas de formulaire (Parc exploitant);inscrivez ici vos commentaires;;;40179;;V;;;
5704;17;1;18;Commentaire_E8;Commentaire bas de formulaire (Personnel);inscrivez ici vos commentaires;;;40179;;V;;;
5705;17;1;18;Commentaire_E10_E11;Commentaire bas de formulaire (Amplitudes services et vitesses);inscrivez ici vos commentaires;;;40179;;V;;;
5706;17;1;18;Commentaire_E9;Commentaire_E9;inscrivez ici vos commentaires;;;40179;;V;;;
5707;17;1;18;Commentaire_E14;Commentaire bas de formulaire (tarification, principes);inscrivez ici vos commentaires;;;40179;;V;;;
5708;17;1;18;Commentaire_E13;Commentaire bas de formulaire (Usages);inscrivez ici vos commentaires;;;40179;;V;;;
5709;17;1;18;Commentaire_E15;Commentaire bas de formulaire (Tarification, gamme tarifaire);inscrivez ici vos commentaires;;;40179;;V;;;
5710;17;1;18;Commentaire_E17;Commentaire bas de formulaire (Tarification, tarifs spéciaux);inscrivez ici vos commentaires;;;40179;42369;V;;;
5711;17;1;18;Commentaire_E18_1_CE;Commentaire bas de formulaire (Charges exploitant);inscrivez ici vos commentaires;;;40179;;V;;;
5712;17;1;18;Commentaire_E18_2;Commentaire bas de formulaire (Produits exploitant);inscrivez ici vos commentaires;;;40179;;V;;;
5713;17;1;18;Commentaire_E19_1;Commentaire bas de formulaire (Dépenses transport exploitant);inscrivez ici vos commentaires;;;40179;;V;;;
5714;17;1;18;Commentaire_E19_2;Commentaire bas de formulaire (Ressources  transport exploitant);inscrivez ici vos commentaires;;;40179;;V;;;
5715;17;1;18;Commentaire_E12_energie;Commentaire bas de formulaire (Énergie);inscrivez ici vos commentaires;;;40179;;V;;;
5716;17;1;18;Commentaire_ESec_CE;Commentaire bas de formulaire (Comptes exploitant secondaire);inscrivez ici vos commentaires;;;40179;;V;;;
5970;17;1;38;ANN_Reseaux_publies;Annuaire : Réseaux à publier dans l'annuaire;Réseaux à publier dans l'annuaire;;Réponse trop tardive, réponse trop incomplète, non réponse en 2013 ou non réponse depuis plus de trois ans.;37257;;V;;;
293;18;1;28;PARC_AGE_Autobus_Std;Parc-AGE : Autobus standards et autocars : Age moyen du parc;PARC_AGE_Autobus_Std;293;;34700;37986;V;;années;
296;18;1;28;PARC_AGE_Autobus_Articules;Parc-AGE : Autobus articulés : Age moyen du parc en années;PARC_AGE_Autobus_Articulés;296;;34700;37986;V;;années;
299;18;1;28;PARC_AGE_Autobus_Gab_reduit;Parc-AGE : Autobus à gabarit réduit : Age moyen du parc en années;PARC_AGE_Autobus_Gab_réduit;299;;34700;37986;V;;années;
302;18;1;28;PARC_AGE_Minibus;Parc-AGE : Minibus : Age moyen du parc en années;PARC_AGE_Minibus;302;;34700;37986;V;;années;
305;18;1;28;PARC_AGE_Trolleybus;Parc-AGE : Trolleybus : Age moyen du parc en années;PARC_AGE_Trolleybus;305;;34700;37986;V;;années;
308;18;1;28;PARC_AGE_Tramway;Parc-AGE : Tramways : Age moyen du parc en années;PARC_AGE_Tramway;308;;34700;37986;V;;années;
311;18;1;28;PARC_AGE_Metros;Parc-AGE : Métros : Age moyen du parc en années;PARC_AGE_Métros;311;;34700;37986;V;;années;
314;18;1;28;PARC_AGE_Autres;Parc-AGE : Autres : Age moyen du parc en années;PARC_AGE_Autres;314;;34700;37986;V;;années;
315;18;1;28;PARC_AGE_Total;Parc-AGE : Total : Age moyen du parc en années;PARC_AGE_Total;315;;34700;37986;V;;années;
2902;18;1;28;PARC_AGE_Autocars;Parc-AGE : Autocars : Age moyen du parc en années;PARC_AGE_Autocars;2902;;35796;37986;V;;années;
4839;18;1;39;PARC_Autres_2_Type;Parc :  Type de véhicules Autres 2;Autres (précisez : );;;37987;;P;;;
5965;18;1;39;PARC_Autres_4_Type;Parc :  Type de véhicules Autres 4;Autres (précisez : );;;41275;;V;;;
4779;19;1;21;PARC_AO_Autocars_Places;Parc AO : Autocars, capacité moyenne;;;;37987;;V;;places / véh;
4780;19;1;28;PARC_AO_Autocars_Age;Parc AO : Autocars, âge moyen;;;;37987;;V;;années;
4781;19;1;21;PARC_AO_Autobus_Std_Places;Parc AO : autobus standards, capacité moyenne;;;;37987;;V;;places / véh;
4782;19;1;28;PARC_AO_Autobus_Std_Age;Parc AO : autobus standards, âge moyen;;;;37987;;V;;années;
4786;19;1;21;PARC_AO_Autobus_Articules_Places;Parc AO : bus articulé,capacité moyenne;;;;37987;;V;;places / véh;
4787;19;1;28;PARC_AO_Autobus_Articules_Age;Parc AO : bus articulés,âge moyen;;;;37987;;V;;années;
4788;19;1;21;PARC_AO_Autobus_Gab_Reduit_Places;Parc AO : Autobus Gabarit Réduit, capacité moyenne;;;;37987;;V;;places / véh;
4789;19;1;28;PARC_AO_Autobus_Gab_Reduit_Age;Parc AO : Autobus Gabarit Réduit, âge  moyen;;;;37987;;V;;années;
4790;19;1;21;PARC_AO_Trolleybus_Places;Parc AO : trolleybus, capacité moyenne;;;;37987;;V;;places / véh;
4791;19;1;28;PARC_AO_Trolleybus_Age;Parc AO : trolleybus, âge moyen;;;;37987;;V;;années;
4792;19;1;21;PARC_AO_Minibus_Places;Parc AO : minibus, capacité moyenne;;;;37987;;V;;places / véh;
4793;19;1;28;PARC_AO_Minibus_Age;Parc AO : minibus, âge moyen;;;;37987;;V;;années;
4795;19;1;21;PARC_AO_Tramways_Places;Parc AO : tramway, capacité moyenne;;;;37987;;V;;places / rame;
4796;19;1;28;PARC_AO_Tramways_Age;Parc AO : tramway, âge moyen;;;;37987;;V;;années;
4798;19;1;21;PARC_AO_Metros_Places;Parc AO : métro, capacité moyenne;;;;37987;;V;;places / rame;
4799;19;1;28;PARC_AO_Metros_Age;Parc AO : métro, âge moyen;;;;37987;;V;;années;
4803;19;1;21;PARC_AO_Autres_1_Places;Parc AO : Autres 1: Nbre moyen de places d'un véhicule;;;voir type de véhicule dans variable PARC_Autres_1_Type (4836);37987;38717;V;;places / véh;
4804;19;1;20;PARC_AO_Autres_1_Age;Parc AO : Autres 1, age moyen du parc;;;voir type de véhicule dans variable PARC_Autres_1_Type (4836);37987;38717;V;;années;
4807;19;1;21;PARC_AO_Autres_2_Places;Parc AO : Autres 2, nbre moyen de places par véhicule;;;voir type de véhicule dans variable PARC_Autres_2_Type (4839);37987;38717;V;;places / véh;
4808;19;1;20;PARC_AO_Autres_2_Age;Parc AO : Autres 2, age moyen du parc;;;voir type de véhicule dans variable PARC_Autres_2_Type (4839);37987;38717;V;;années;
4810;19;1;21;PARC_AO_Autres_3_Places;Parc AO, Autre mode, capacité moyenne (voir type variable 4842);;;voir type de véhicule dans variable PARC_Autres_3_Type (4842);38353;;V;;places / véh;
4811;19;1;28;PARC_AO_Autres_3_Age;Parc AO, Autre mode, âge moyen  (voir type variable 4842);;;voir type de véhicule dans variable PARC_Autres_3_Type (4842);38353;;V;;années;
4813;19;1;21;PARC_AO_Total_Places;Parc AO : Tous modes, Nbre moyen de places;;;;37987;38717;V;;places / véh;
4814;19;1;20;PARC_AO_Total_Age;Parc AO : Age moyen du parc;TOTAL véhicules;;"Remplacée par la variable 5796 calculée automatiquement, à partir de l'enquête sur les données 2012.
A nouveau mis en service avec 5796 à la demande des partenaires lors de la réunion du 27/02/2014.";37987;42369;V;;années;
4842;19;1;39;PARC_Autres_3_Type;Parc : Autre mode, type;Autres (précisez : );;Label avant 2012 : - Autres (précisez : navettes fluviales, navettes maritimes, ...);37987;;V;;;
4878;19;1;11;PARC_AO_Total;Parc AO : Nombre total de véhicules;Total parc AO;;A partir de l'enquête sur les données 2012 : variable remplacée par la variable calculée automatiquement : 5795;37987;40908;V;;véhicules;
4879;19;1;11;PARC_AO_Autocars;Parc AO : nombre d'autocars;Autocars;;;37987;;V;;véhicules;
4880;19;1;11;PARC_AO_Autobus_Std;Parc AO : nombre d'autobus standards;Autobus standards (12 m);;;37987;;V;;véhicules;
4881;19;1;11;PARC_AO_Autobus_Articules;Parc AO : nombre d'autobus articulés;Autobus articulés (18 m);;;37987;;V;;véhicules;
4882;19;1;11;PARC_AO_Autobus_Gab_Reduit;Parc AO : nombre d'autobus à gabarit réduit (30 à 80 places);Bus à gabarit réduit (9 à 12 m);;"A partir de 2016, changement de l'intitulé.
Ancien intitulé = ""Bus à gabarit réduit (30 à 80 places)";37987;;V;;véhicules;
4883;19;1;11;PARC_AO_Minibus;Parc AO : nombre de minibus;Minibus (moins de 9 m);;"En 2016, changement d'intitulé.
Ancien intitulé : Minibus (moins de 30 places, hors véhicules TAD et TPMR)";37987;;V;;véhicules;
4884;19;1;11;PARC_AO_Trolleybus;Parc AO : nombre de trolleybus;Trolleybus;;;37987;;V;;véhicules;
4885;19;1;11;PARC_AO_Tramways_rames;Parc AO : nombre de rames de tramways;Tramways (sur rails ou pneus);;En nombre de rames depuis 2009;32874;;V;;rames;
4886;19;1;11;PARC_AO_Metros_Rames;Parc AO : nombre de rames de métros;Métros/VAL;;"en nombre de rames depuis 2009
Label avant 2012 : Métros";32874;;V;;rames;
4887;19;1;11;PARC_AO_Autres_1;Parc AO : Autres 1, nombre de véhicules;;;voir type de véhicule dans variable PARC_Autres_1_Type (4836);37987;38717;V;;véhicules;
4888;19;1;11;PARC_AO_Autres_2;Parc AO : Autres 2, nombre de véhicules;;;voir type de véhicule dans variable PARC_Autres_2_Type (4839);37987;38717;V;;véhicules;
4889;19;1;11;PARC_AO_Autres_3;Parc AO : Autre mode, nombre de véhicules  (voir type variable 4842);;;voir type de véhicule dans variable PARC_Autres_3_Type (4842);37987;;V;;véhicules;
5315;19;1;11;PARC_AO_TAD;PARC AO, TAD, nombre véhicules;Véhicules TAD (transport à la demande comme activité principale);;;38718;;V;;véhicules;
5316;19;1;21;PARC_AO_TAD_Places;PARC AO, TAD, capacité moyenne;capacité moyenne;;;38718;;V;;places / véh;
5317;19;1;28;PARC_AO_TAD_Age;PARC AO, TAD, âge moyen;age moyen du parc tad;;;38718;;V;;années;
5318;19;1;11;PARC_AO_PMR;PARC AO, TPMR, nombre véhicules;Véhicules TPMR (personnes à mobilité réduite) (activité principale);;;38718;;V;;véhicules;
5319;19;1;21;PARC_AO_PMR_Places;PARC AO, TPMR, capacité moyenne;capacité moyenne des véhicules pmr;;;38718;;V;;places / véh;
5320;19;1;28;PARC_AO_PMR_Age;PARC AO, TPMR, âge moyen;age moyen du parc pmr;;;38718;;V;;années;
5682;19;1;11;PARC_AO_BHNS_nb;PARC AO, TCSP non lourd de type BHNS, nombre de véhicules;"BHNS <span style=""color:#0000FF"">(3)</span>";;label avant 2012 : TCSP non lourd de type BHNS;40179;;V;;véhicules;
5683;19;1;21;PARC_AO_BHNS_capacite;PARC AO, TCSP non lourd de type BHNS, capacité moyenne;Capacité moyenne BHNS AO;;;40179;;V;;places/véh;
5684;19;1;28;PARC_AO_BHNS_age;PARC AO, TCSP non lourd de type BHNS, âge moyen;Age moyen BHNS AO;;;40179;;V;;années;
5685;19;1;11;PARC_AO_Funiculaires;PARC AO, Funiculaires, nombre de véhicules;Funiculaires;;;40179;;V;;rames;
5686;19;1;21;PARC_AO_Funiculaire_Places;PARC AO, Funiculaire, capacité moyenne;Capacité moyenne funiculaire AO;;;40179;;V;;places/rame;
5687;19;1;28;PARC_AO_Funiculaire_Age;PARC AO, Funiculaire, âge moyen;Age moyen funiculaires AO;;;40179;;V;;années;
5795;19;1;11;PARC_AO_Total_calc;Parc AO : Nombre total de véhicules;<strong>TOTAL véhicules</strong> (calculé automatiquement);4878;"Remplace la variable 4878 à partir de l'enquête sur les données 2012.
2016 : ajout du téléphérique dans le calcul.";40544;;V;;tous types;1
